1,503.01258301734924,4222,-46.0821812,-47.8488339,-47.7769372

MaelNetS1_AnomalyTransformer_DCDetector_RL_SMAP_ftM_dm512_nh8_el2_dl1_df2048_fc5_ebtimeF_dtTrue
Epoch,Cost Time,Steps,Train Loss,Vali Loss,Test Loss
2,496.65851402282715,4222,-48.358385,-48.4598057,-48.4079307

3,497.8166456222534,4222,-48.7468887,-48.6981497,-48.6519115

4,492.7489643096924,4222,-48.9002219,-48.823718,-48.7810108


